Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
116	2217.8376	64.16016	2281.9978	2153.6775	1490.1932	664.9813	2424.7478	548.08276	1000.0	775.8	231999	82.4089	56.24626	148.34116	-52.866745	82.40851	56.24969	150.30405	-46.112408	-84.65226	17.075207	28094.01685333252
117	2188.4587	40.906494	2229.3652	2147.5522	2250.0605	102.95583	2381.3857	1968.8901	1000.0	988.5	233999	83.47531	56.68839	150.63821	-68.11908	83.47559	56.68991	150.77669	-86.584755	-85.83561	17.338913	28345.883448839188
118	1393.5369	730.764	2124.3008	662.7728	1472.3202	575.3301	2168.1506	421.97964	652.0	877.2	235999	84.74256	56.816116	150.56807	-57.074596	84.74163	56.818146	154.54755	-54.6282	-86.94637	17.078289	28591.212770223618
119	2188.711	9.8758545	2198.5867	2178.835	2356.3254	74.78126	2427.1602	2164.1196	1000.0	1000.0	237999	85.76738	56.902546	152.16718	-59.132515	85.76876	56.90455	152.48708	-52.39957	-87.885155	17.486786	28841.1855404377
120	911.25037	308.23645	1219.4868	603.0139	1857.6621	650.22504	2352.7668	630.24225	1000.0	932.1	239999	86.40556	57.073895	152.68475	-87.58164	86.40718	57.07293	153.37524	-58.074615	-88.38865	17.624413	29096.105739593506
121	1728.3575	718.93207	2270.7588	712.41144	1956.3896	795.51324	2490.0198	183.97142	784.3333	833.3	241999	87.19883	57.53901	155.13289	-65.96557	87.19887	57.540966	154.85419	-65.78506	-89.35539	17.009226	29331.26165676117
122	2228.8838	2.7810059	2231.6648	2226.1028	1768.472	729.7518	2278.766	172.0179	1000.0	837.9	243999	88.15908	57.868515	154.77957	-72.32145	88.16089	57.8688	155.32068	-66.67741	-90.18086	17.12264	29575.40696501732
123	1539.4083	992.52026	2254.513	135.85707	1962.8916	663.78467	2364.2202	19.194101	686.0	1000.0	245999	89.53967	57.936184	156.1963	-68.84215	89.53976	57.938477	154.62613	-67.12519	-91.37312	16.990067	29824.927191972733
124	2234.9229	52.484985	2287.4077	2182.4377	2282.9595	49.390255	2337.1008	2151.3745	1000.0	1000.0	247999	90.84828	57.842384	155.8215	-75.35385	90.84849	57.846527	158.11363	-79.024994	-92.846405	17.402243	30082.669303178787
125	1173.389	833.40845	2280.105	268.9765	2214.6304	485.5648	2540.0059	808.5738	708.0	1000.0	249999	91.75834	57.94222	159.5367	-89.04947	91.75921	57.94573	158.28851	-102.20165	-93.524666	17.637423	30338.542379140854
126	2121.9355	292.77155	2414.707	1829.164	1970.6744	743.4599	2499.1328	332.2727	903.5	828.8	251999	92.47649	58.046032	158.26439	-94.92616	92.4749	58.04785	157.53438	-100.9291	-94.09788	17.758938	30578.527679681778
127	1817.3328	173.51678	1990.8496	1643.816	2268.0142	66.80671	2422.3906	2158.3164	1000.0	1000.0	253999	93.70846	57.949196	160.1061	-116.18834	93.70798	57.95334	158.31442	-121.40823	-95.709785	18.177395	30832.082809209824
128	2305.4312	66.48047	2371.9116	2238.9507	2452.0676	155.69377	2593.486	2028.6317	1000.0	984.6	255999	94.67806	57.90382	159.43042	-114.06209	94.67791	57.905342	160.3174	-108.66634	-96.942406	18.14225	31083.031143188477
129	2261.185	24.310425	2285.4954	2236.8745	2369.8545	291.68686	2552.3909	1505.0701	1000.0	1000.0	257999	95.74819	57.74064	160.47891	-78.98028	95.7473	57.744453	160.1193	-83.990746	-97.8536	17.601463	31336.729026556015
130	2368.834	7.016968	2375.851	2361.8171	2170.5015	389.9976	2415.3225	1019.10254	1000.0	1000.0	259999	97.12825	57.43712	162.68799	-76.370316	97.12827	57.439514	162.77676	-71.41306	-99.39518	18.604633	31591.753231048584
131	2240.8608	76.453125	2317.314	2164.4077	2479.936	62.559856	2572.6418	2387.8225	1000.0	1000.0	261999	98.96516	57.012486	161.5824	-60.585575	98.9634	57.01674	162.25266	-54.777325	-101.01018	18.788242	31848.34171819687
132	2388.6208	2.3969727	2391.0178	2386.2239	2434.2727	231.38205	2578.77	1754.9664	1000.0	971.6	263999	99.9223	56.930073	164.50584	-77.16968	99.92282	56.932224	163.27887	-68.75434	-101.9818	18.970722	32099.844425678253
133	885.22955	1084.7648	2414.1614	11.917475	2360.5833	185.05577	2470.9468	1821.0588	684.3333	976.1	265999	101.13871	56.774555	164.40315	-82.51175	101.13777	56.776913	164.76517	-71.48215	-103.24286	19.109549	32354.931457042694
134	2340.694	113.00879	2453.703	2227.6853	2475.9824	135.66267	2589.2231	2091.1875	1000.0	985.1	267999	101.91696	57.16369	167.28188	-70.422844	101.91763	57.16702	167.82127	-78.27454	-103.98039	18.404701	32606.428897857666
135	2348.2605	54.730225	2402.9907	2293.5303	2422.6404	326.69547	2607.6226	1452.5227	1000.0	958.1	269999	103.05676	57.29479	167.09006	-72.109055	103.05716	57.297092	169.21101	-68.12378	-105.14139	19.85384	32858.56345844269
136	2238.8232	222.77936	2461.6025	2016.0438	1495.658	1488.6637	2548.312	-2139.1326	926.5	820.7	271999	104.03979	57.567574	167.72531	-68.42253	104.04116	57.568584	166.99593	-65.29889	-105.98422	20.080132	33098.727877378464
137	2387.6936	3.4841309	2391.1777	2384.2095	2375.815	45.748344	2466.0564	2302.1052	1000.0	1000.0	273999	104.64095	58.278652	167.86662	-83.56644	104.64138	58.279034	168.26703	-63.812706	-106.4415	19.528204	33354.15644168854
138	2376.1602	78.441284	2454.6016	2297.719	2300.4312	610.3598	2643.2769	541.80334	1000.0	1000.0	275999	104.91585	59.28832	167.52724	-75.66227	104.91733	59.2911	169.86014	-69.60451	-106.98911	18.903637	33611.60755157471
139	2400.2383	120.91345	2521.1516	2279.3247	2461.6118	306.75333	2694.8137	1730.2706	1000.0	965.4	277999	105.13328	60.282726	170.54573	-75.290886	105.13323	60.28633	170.32112	-72.09123	-107.27069	20.166862	33863.82415723801
140	951.47687	1386.2532	2337.73	-434.77628	2277.6567	47.503475	2328.1553	2191.737	1000.0	1000.0	279999	105.80198	60.858948	170.11282	-59.051197	105.80342	60.857468	172.04613	-57.851887	-107.938866	19.279856	34116.45288896561
141	1683.77	605.83405	2528.5771	1137.7616	2007.65	758.452	2520.8794	453.4243	862.3333	831.8	281999	105.96351	61.881367	172.03761	-82.586174	105.96403	61.88381	173.01013	-104.34673	-108.156456	19.23506	34354.46413230896
142	2469.934	136.52588	2606.46	2333.4082	2184.702	937.67725	2730.0808	179.7021	1000.0	909.0	283999	105.80756	63.531395	174.0587	-78.12788	105.80737	63.53368	171.81465	-89.473434	-108.112114	20.11102	34600.19697761536
143	2334.9932	20.080444	2355.0737	2314.9128	2423.5837	178.95117	2579.3833	1915.4779	1000.0	977.5	285999	106.1269	64.84424	176.92462	-52.369923	106.12654	64.84887	175.5363	-59.70151	-108.31695	20.542212	34849.24556565285
144	1693.146	593.8335	2286.9795	1099.3125	2246.802	259.13705	2448.3257	1509.1796	732.5	962.0	287999	106.47353	65.954094	176.74004	-69.08671	106.47196	65.96003	176.51912	-58.64458	-108.819984	20.87271	35096.82848954201
145	2439.8628	25.382202	2465.245	2414.4807	1834.8746	634.9198	2363.139	201.70007	1000.0	846.1	289999	106.89205	67.17563	176.754	-81.52557	106.89164	67.175575	176.33015	-63.20601	-109.2435	20.06043	35337.024337768555
146	2293.1626	8.765747	2301.9282	2284.3967	2223.4019	653.4678	2530.612	274.022	1000.0	912.2	291999	106.97958	68.27224	176.27983	-74.58702	106.98064	68.2745	176.93985	-83.81115	-109.41982	20.790174	35584.49665760994
147	2462.7698	57.396973	2520.1667	2405.3728	2577.2144	92.382126	2697.6963	2427.8364	1000.0	1000.0	293999	107.49333	69.146355	177.73457	-71.46461	107.49433	69.14349	181.22652	-73.08787	-109.75634	20.469711	35834.430608034134
148	2511.48	27.959595	2539.4397	2483.5205	2179.1895	803.7421	2745.251	363.48767	1000.0	833.8	295999	108.56147	69.44141	178.87282	-65.3346	108.56042	69.446304	177.83867	-65.752556	-110.62967	20.602882	36073.419078826904
149	2509.9038	26.839722	2536.7434	2483.064	2467.44	61.448986	2576.015	2375.7642	1000.0	1000.0	297999	109.01464	69.97474	179.90762	-107.226524	109.01509	69.97817	178.42062	-96.139496	-111.13172	21.407555	36326.80558013916
150	2075.3591	278.7265	2354.0857	1796.6327	2630.4092	65.93075	2733.5173	2498.306	1000.0	1000.0	299999	109.58554	70.55705	179.20555	-62.20922	109.58781	70.55519	179.33186	-84.524216	-111.790985	21.383167	36581.9417014122
151	1630.3572	273.20612	1903.5634	1357.1511	2023.0447	766.7423	2594.364	437.6033	884.0	894.6	301999	110.29553	70.61702	180.77562	-78.7127	110.29636	70.61721	185.02124	-65.35356	-112.22319	21.257008	36826.24668431282
152	1892.0161	696.5018	2451.1533	910.1681	2329.4312	692.8942	2790.9907	278.41156	805.3333	1000.0	303999	111.22295	70.60755	182.04802	-64.12753	111.22263	70.609116	186.89233	-67.50555	-113.11075	20.434904	37086.7728497982
153	1252.3213	13.443542	1265.7648	1238.8777	2641.759	64.32497	2752.864	2526.3918	732.5	1000.0	305999	112.13888	70.74846	182.4377	-62.39732	112.13858	70.75219	182.07535	-88.233284	-114.10099	20.785028	37344.91040658951
154	2548.1592	13.176147	2561.3352	2534.983	2176.143	611.6854	2739.8777	621.26025	1000.0	858.9	307999	112.31535	71.30292	182.28305	-84.319565	112.31424	71.30518	186.58105	-85.91324	-114.149185	21.703688	37591.343297958374
155	2537.6365	12.1171875	2549.7537	2525.5193	2365.0513	720.68115	2811.9175	219.32811	1000.0	909.3	309999	112.51241	71.70711	181.78433	-80.26272	112.51155	71.710266	184.24583	-84.9858	-114.720406	22.494106	37837.8653049469
156	1250.35	928.1711	2480.3206	238.3363	2452.0737	296.22272	2614.0928	1586.3011	806.3333	964.7	311999	112.80036	72.00991	182.5583	-72.133026	112.80043	72.0154	187.08458	-73.53245	-115.08709	21.826511	38096.52958416939
157	1949.8734	508.00024	2516.804	1284.258	2034.7732	756.3937	2493.109	465.79254	764.0	925.8	313999	113.57497	72.51179	184.49588	-70.22308	113.57494	72.51242	186.64218	-71.08582	-115.34458	22.142462	38348.27352142334
158	1914.7109	657.5468	2572.2578	1257.1642	1709.5436	1208.9316	2775.0146	-246.3663	771.5	915.6	315999	113.81224	73.401535	187.01628	-72.15863	113.81177	73.403206	187.66234	-70.56626	-116.04521	23.072094	38602.59196352959
159	1176.5406	1492.8248	2669.3655	-316.28418	1988.7487	574.4218	2410.6956	829.3955	1000.0	877.7	317999	114.11059	74.294815	185.34697	-80.26636	114.11018	74.29725	184.87338	-81.589134	-116.42011	23.854773	38853.986674547195
160	1762.3705	747.81213	2510.1826	1014.55835	2592.158	81.842285	2728.1045	2468.158	1000.0	1000.0	319999	113.44883	75.63243	189.52087	-80.84935	113.45	75.633545	190.4513	-89.43446	-115.511505	24.982426	39112.61983895302
161	2338.3284	141.68774	2480.016	2196.6406	2696.0552	83.46233	2795.388	2497.0212	1000.0	1000.0	321999	114.24723	75.920944	187.40433	-81.72698	114.24792	75.92319	188.07658	-93.68879	-116.56113	24.152288	39373.46030950546
162	2436.316	87.38977	2523.7058	2348.9263	2589.804	404.36777	2816.044	1388.991	1000.0	952.5	323999	114.03302	76.958275	187.02277	-80.88123	114.03261	76.96049	186.6944	-79.76315	-116.62495	24.677504	39625.631548166275
163	1954.1019	821.62897	2620.2776	796.533	2236.067	961.5707	2899.0278	23.528358	774.0	827.9	325999	114.45065	77.642624	189.6942	-116.26665	114.45274	77.64643	196.36987	-85.46563	-116.97625	24.845242	39872.69267439842
164	1854.1578	1078.5146	2619.9092	328.91226	1990.9348	568.92224	2613.7827	1017.34717	709.6667	816.6	327999	114.64575	78.509834	188.81416	-73.81031	114.64387	78.51923	188.88863	-68.32467	-117.22169	25.345604	40117.81002521515
165	1083.0109	608.27423	1763.7466	178.0806	1785.4131	904.13324	2647.2769	70.24782	445.0	820.4	329999	114.73437	79.6988	187.83907	-73.47422	114.73376	79.70109	190.55122	-76.511795	-117.606735	25.7752	40366.40471076965
166	1578.2727	1093.6401	2671.9128	484.6327	2594.5776	55.274635	2671.531	2495.654	601.5	1000.0	331999	115.27664	80.05861	192.51942	-90.76419	115.2762	80.05863	193.02156	-83.065414	-117.94071	24.821278	40626.61018037796
167	2090.3467	762.61945	2632.4895	1011.8449	2122.6294	950.60876	2971.464	214.1729	798.0	773.9	333999	116.11922	79.92655	190.36922	-72.83973	116.11939	79.92962	190.85742	-84.852745	-118.220566	25.011532	40869.130111694336
168	2663.3528	33.449707	2696.8025	2629.903	2677.573	55.63007	2780.7727	2603.3726	1000.0	1000.0	335999	116.78838	79.95869	192.10002	-71.01572	116.78875	79.95956	191.48755	-84.65788	-119.03638	24.276688	41130.11002445221
169	1981.1179	541.2673	2522.3853	1439.8507	2445.3865	92.2992	2631.6755	2306.814	767.0	1000.0	337999	117.6805	79.99115	191.26035	-75.67188	117.68131	79.99108	200.68091	-106.74478	-120.1204	25.232588	41393.940885305405
170	2586.5894	19.483765	2606.073	2567.1055	2675.3865	67.813675	2760.243	2534.243	1000.0	1000.0	339999	117.87731	80.571724	199.60661	-91.686325	117.87833	80.5738	193.53064	-102.79896	-120.43582	26.549282	41654.17109155655
171	2519.3862	63.519165	2582.9053	2455.867	2624.2766	40.624397	2698.6357	2549.0564	1000.0	1000.0	341999	118.62955	80.505295	191.74037	-95.513664	118.62896	80.50807	193.16653	-99.016754	-121.56503	26.164478	41918.691994190216
172	2213.318	586.7473	2710.316	1389.36	2127.8845	826.51227	2668.2349	110.18837	849.0	910.9	343999	119.55595	80.20868	193.52617	-104.48761	119.55432	80.21539	194.73853	-86.79897	-122.55405	25.315933	42171.128875017166
173	2480.4258	60.861694	2541.2876	2419.5642	2718.4478	53.79914	2802.9397	2645.2031	1000.0	1000.0	345999	120.9158	79.54755	193.80716	-86.42749	120.91495	79.55178	193.44774	-83.96595	-123.62039	25.661444	42434.65302658081
174	1651.2617	907.037	2464.1938	385.4761	2421.0962	992.18097	2983.9705	100.49399	673.0	904.8	347999	121.53481	79.6684	194.18517	-72.17091	121.53505	79.67122	193.38585	-74.6503	-124.35075	25.726671	42691.00998020172
175	2517.5283	56.382935	2573.9111	2461.1453	2408.522	758.0062	2847.6301	551.0646	1000.0	867.8	349999	122.20427	79.598724	193.32545	-78.63265	122.20326	79.60521	194.45505	-71.90783	-124.4398	26.37371	42940.75352740288
176	2675.9053	17.234497	2693.1396	2658.6707	2653.3774	229.84233	2816.605	1993.5452	1000.0	975.2	351999	123.10645	79.284546	195.77608	-88.959854	123.10718	79.28493	195.89677	-81.31919	-125.61186	25.451128	43201.9535677433
177	2592.5125	2.034912	2594.5474	2590.4775	1895.9192	746.1019	2761.0916	823.40515	1000.0	745.6	353999	123.59868	79.382286	195.47707	-81.58526	123.5979	79.38248	196.4006	-74.33093	-126.078514	25.306105	43441.52875804901
178	2658.6384	10.063477	2668.702	2648.575	1626.2363	1114.4512	2780.0425	27.556799	1000.0	679.0	355999	124.11673	79.53285	195.5326	-96.95825	124.11562	79.534096	197.72166	-92.1606	-126.45865	25.279163	43676.8731303215
179	2612.9868	85.02283	2698.0095	2527.9639	2628.7295	166.72917	2814.0188	2177.5703	1000.0	978.0	357999	124.92007	79.53175	197.83113	-85.17752	124.91919	79.536415	197.22386	-81.23601	-127.58361	26.035421	43935.989713430405
180	1857.2322	812.1263	2669.3584	1045.1058	2790.0662	202.11934	3018.215	2210.6235	1000.0	1000.0	359999	124.92138	80.251045	202.50078	-84.75145	124.92126	80.25388	204.12616	-81.20014	-127.67395	26.031586	44201.694796562195
181	2664.6353	1.8704834	2666.5059	2662.765	2745.77	286.89236	2933.656	1913.7764	1000.0	969.7	361999	125.49142	81.097984	202.99243	-70.47865	125.48946	81.1009	201.20404	-80.69377	-127.877716	25.638458	44463.08341383934
182	2856.2964	80.536865	2936.8333	2775.7595	2831.525	72.595825	2986.5608	2745.6733	1000.0	1000.0	363999	125.96691	81.90056	204.90227	-86.9483	125.96561	81.904366	198.99565	-97.060974	-128.46486	25.403265	44725.32518815994
183	1947.908	787.5655	2735.4734	1160.3424	2560.3298	519.9268	2987.0913	1188.3083	1000.0	971.5	365999	126.46191	82.33943	201.23857	-98.92067	126.46142	82.3445	208.00452	-82.08365	-128.65605	25.660563	44991.21271419525
184	2667.583	177.03943	2844.6226	2490.5437	2420.5474	87.06437	2574.2734	2261.8992	1000.0	1000.0	367999	126.72082	82.74165	200.50261	-95.983604	126.72009	82.74526	200.82971	-86.05416	-129.17021	25.990442	45257.18199110031
185	2609.66	73.73242	2683.3923	2535.9275	2112.4932	934.9347	3006.2432	514.2645	998.0	745.5	369999	127.26466	83.261116	201.48628	-127.32334	127.26512	83.261314	204.97612	-104.94409	-129.14142	26.065266	45495.69884228706
186	2693.024	26.629028	2719.6528	2666.3948	1845.5111	1064.6359	2822.7605	69.92206	1000.0	825.1	371999	127.97644	83.47393	200.06967	-90.751915	127.97718	83.47259	211.6823	-93.95284	-130.38036	25.583973	45745.86815404892
187	1085.4042	1358.348	2443.7522	-272.9439	2344.5776	670.0105	2746.0493	406.12097	1000.0	985.0	373999	128.32527	83.923584	208.27322	-86.4853	128.32506	83.92625	205.66685	-102.57006	-130.66643	25.011023	46010.58381342888
188	1855.2521	1241.9283	2814.2363	101.45981	2466.9863	655.50525	2920.7568	863.4743	686.3333	940.3	375999	128.16798	84.718704	204.65746	-96.81543	128.1688	84.718796	208.54005	-100.66156	-130.49547	25.825321	46271.46262001991
189	2663.9617	3.4624023	2667.424	2660.4993	2309.107	714.66754	2719.1099	276.05667	1000.0	896.2	377999	128.5327	84.9676	203.51862	-101.82162	128.53209	84.96779	203.7295	-110.76033	-130.89977	26.641418	46522.53757429123
190	2535.0693	109.23328	2644.3027	2425.8362	2191.309	1321.6837	2997.1409	-848.31476	1000.0	885.8	379999	129.241	85.104416	205.92793	-91.54993	129.24232	85.10661	208.55754	-94.54973	-131.73233	26.484962	46774.13915657997
191	1887.6444	1172.2185	2764.1206	230.80612	2129.4602	1044.7004	2985.486	129.92561	701.3333	734.7	381999	130.64139	84.23372	208.40877	-108.34423	130.64156	84.23393	214.92766	-94.02481	-133.20894	26.42809	46976.11076927185
192	2688.4316	36.029053	2724.4607	2652.4026	2370.2168	862.73804	3050.8823	659.4292	1000.0	946.1	383999	131.34152	84.27277	204.81374	-139.83322	131.34003	84.27597	207.17448	-140.8085	-133.42493	25.07535	47195.73816585541
193	1949.9332	873.70764	2823.6409	1076.2256	1604.8005	1071.8912	2798.5586	170.92389	1000.0	767.0	385999	132.35168	84.27153	205.43042	-90.35351	132.35033	84.276695	212.7504	-93.31126	-134.70859	25.74339	47405.18078351021
194	2646.3364	3.5378418	2649.8743	2642.7986	2706.6418	486.49637	3087.78	1299.5735	1000.0	947.0	387999	132.2248	84.97604	206.03783	-96.68522	132.22504	84.98058	205.49887	-97.91106	-134.60387	25.949736	47623.73794865608
195	2678.33	25.692505	2704.0225	2652.6375	2462.853	806.6188	2818.013	57.520157	1000.0	903.4	389999	132.78647	85.18183	209.86192	-144.15112	132.78639	85.18309	213.76453	-119.93637	-135.2492	27.45643	47836.993753671646
196	2713.52	30.992676	2744.5127	2682.5273	2166.652	851.304	2888.515	710.5142	1000.0	795.3	391999	134.03836	85.01671	208.22845	-84.60917	134.03976	85.01534	210.33904	-108.3871	-136.41263	26.996113	48041.66507649422
197	1690.5521	768.2981	2750.4294	953.44684	1590.7278	1218.0692	2984.4084	-220.8339	628.3333	769.7	393999	134.39407	85.15395	211.14606	-111.821846	134.39365	85.15709	209.77539	-119.70606	-136.85175	27.537	48247.61723899841
198	1516.625	981.63794	2498.263	534.98706	2118.009	1028.8813	3114.334	358.10315	1000.0	790.4	395999	134.54669	85.40194	209.49187	-96.793015	134.5467	85.40272	209.94423	-94.643295	-136.67378	27.73388	48453.41055941582
199	2666.3965	30.639038	2697.0356	2635.7576	2209.41	1285.1301	2979.9072	-1519.4058	1000.0	982.4	397999	134.83006	85.62494	208.34644	-114.91439	134.83185	85.62524	212.68384	-99.05698	-137.4011	27.203083	48671.60050678253
200	2902.481	32.125122	2934.606	2870.3557	2692.2827	884.5207	3126.393	61.905563	1000.0	996.7	399999	135.54434	85.58039	209.7249	-125.71278	135.544	85.58346	215.72	-137.716	-137.92984	28.089685	48892.0180850029
201	2835.7087	27.61499	2863.3237	2808.0938	2586.2458	553.9905	2969.788	1135.1974	1000.0	909.9	401999	135.58356	86.31583	218.98595	-94.246605	135.58466	86.31598	212.40364	-93.19691	-137.66675	26.702887	49107.67410516739
202	2670.1494	0.8811035	2671.0305	2669.2683	2616.3125	1153.1521	3201.6843	-686.7461	1000.0	969.0	403999	136.02725	86.66113	212.43724	-96.1229	136.0277	86.66386	213.03177	-98.64607	-138.31528	26.889887	49344.69508385658
203	2726.1936	94.37695	2820.5706	2631.8167	2613.1855	834.2553	3168.9656	461.88794	1000.0	852.9	405999	136.72939	86.82314	215.77565	-113.946915	136.73058	86.82523	214.70963	-108.26292	-138.79037	27.049728	49579.993003606796
204	1595.7325	1196.5193	2968.2385	52.357677	2642.6875	745.18695	2976.1692	412.158	567.0	918.1	407999	137.50029	87.162575	211.55441	-103.06612	137.50015	87.166885	213.86876	-112.15597	-140.10504	28.599546	49816.89311385155
205	2820.9722	138.90198	2959.8743	2682.0703	2149.3606	708.71954	2886.9011	518.7695	1000.0	765.3	409999	137.86009	87.60138	217.94986	-112.61479	137.8597	87.6037	219.25269	-110.963974	-140.34727	27.856009	50051.89653420448
206	1871.1195	1273.3597	2854.448	72.946014	2162.4658	936.73	3026.4385	396.01016	681.3333	852.7	411999	138.88232	87.00185	221.91463	-119.47905	138.88258	87.002495	224.66759	-124.12656	-141.77502	29.042362	50290.37599992752
207	2819.3916	14.521606	2833.9133	2804.87	2681.4778	455.80023	2918.443	1324.2252	1000.0	1000.0	413999	139.41327	87.02023	238.64803	-122.43595	139.41316	87.02447	239.60667	-185.96078	-141.93805	29.542095	50545.41322183609
208	2794.084	59.599243	2853.6833	2734.4849	582.3728	1452.9009	3036.332	-1880.6062	1000.0	1000.0	415999	140.9229	86.58548	268.93018	-108.217514	140.92293	86.58513	273.83752	-101.12244	-143.79523	30.033617	50801.66523718834
209	1044.3118	1385.0632	2429.375	-340.7514	2028.7758	1435.3282	3081.3281	-1069.853	1000.0	941.1	417999	142.45734	85.63656	277.6524	-97.617744	142.45853	85.63561	279.55075	-107.61014	-144.80411	32.23098	51051.270064115524
210	1819.4061	962.4416	2827.998	523.59424	1055.1437	974.87225	2883.7888	-240.54643	732.6667	862.6	419999	143.1428	84.530045	249.22998	-101.31765	143.14238	84.53033	249.73892	-96.05252	-145.56879	31.321478	51295.8621237278
211	1463.5897	1232.0328	2695.6226	231.55693	2188.2886	1012.5776	3026.7139	246.0536	1000.0	1000.0	421999	144.32294	83.131584	222.99289	-83.767784	144.32346	83.133545	225.98822	-93.31384	-147.1242	29.575304	51551.63978099823
212	2807.3137	117.3728	2924.6865	2689.941	2536.651	775.60986	2987.6208	404.544	1000.0	965.7	423999	145.54451	81.81784	216.1045	-119.27577	145.54362	81.82111	219.47781	-115.153244	-147.8715	28.765045	51807.83920907974
213	1728.9341	1029.2373	2918.4138	407.66293	2859.2886	103.74606	3069.5417	2769.4343	719.0	1000.0	425999	145.99515	81.27149	248.69826	-72.33241	145.9939	81.2751	219.85286	-113.136215	-148.2284	26.707184	52065.936007499695
214	2767.7898	48.050537	2815.8403	2719.7393	2541.8574	871.48663	3063.721	95.428795	1000.0	854.5	427999	147.09769	80.608795	220.2004	-77.28696	147.09744	80.60808	218.93022	-108.8145	-149.60547	26.14844	52311.00481414795
215	1978.4207	890.7476	2869.1682	1087.673	2735.6907	72.06796	2880.8323	2605.688	1000.0	1000.0	429999	146.85324	81.278336	219.434	-78.007225	146.85426	81.276726	232.02226	-74.16759	-148.88968	28.084976	52551.49628448486
216	1910.3501	894.30634	2804.6565	1016.04376	2657.0508	897.3474	3150.8167	145.51169	1000.0	905.7	431999	147.62637	81.13446	217.16881	-77.905334	147.6262	81.13822	223.61522	-94.92914	-149.71599	26.591385	52775.52578616142
217	1978.4358	916.3987	2894.8345	1062.0371	2770.3752	56.89626	2874.396	2707.1384	1000.0	1000.0	433999	148.38318	80.70575	220.21684	-131.33652	148.38326	80.70791	220.05525	-85.26536	-150.6147	27.817848	53003.81936621666
218	385.392	631.659	1017.05096	-246.26698	2867.412	163.67444	3002.0625	2411.9927	687.5	994.3	435999	148.3539	80.94142	228.80557	-93.881	148.35469	80.94089	231.96559	-98.91184	-150.336	27.834646	53229.595863580704
219	1596.6536	1276.851	2873.5044	319.8026	2588.1707	513.9415	3064.0142	1630.9406	1000.0	929.3	437999	148.55959	81.3388	224.55373	-74.813896	148.55899	81.34178	221.46829	-107.45848	-150.70142	27.924892	53450.63242459297
220	2740.9785	35.222046	2776.2004	2705.7563	2896.359	70.851425	3034.277	2739.7642	1000.0	1000.0	439999	149.05711	81.74943	233.37515	-85.16183	149.05736	81.75012	237.116	-89.27291	-151.18544	28.984386	53699.699006557465
221	2964.898	53.580444	3018.4783	2911.3174	3116.7031	97.659096	3263.3528	2875.74	1000.0	1000.0	441999	149.53452	82.30201	222.84982	-78.17374	149.53506	82.30136	223.89374	-89.50085	-151.5652	28.420843	53952.08801603317
222	1352.986	1457.4376	3108.3474	-460.22452	3031.7075	189.25647	3278.4385	2549.623	844.0	983.2	443999	149.5189	83.26144	223.83142	-111.44226	149.51767	83.26355	228.36597	-106.90651	-151.4379	28.519875	54204.472210884094
223	2287.685	611.6125	2899.2976	1676.0726	2208.7346	1171.5348	3198.5154	-397.66232	776.0	818.3	445999	149.57115	83.90697	228.05775	-101.931885	149.5691	83.912476	233.25421	-103.95529	-151.88986	29.06864	54457.55027651787
224	2235.8867	496.6317	2732.5186	1739.2551	2029.9922	1162.8546	3120.792	51.972183	989.0	692.1	447999	150.49034	84.041885	225.09781	-111.02825	150.49062	84.043724	224.63037	-107.35565	-152.45154	28.885208	54685.45739006996
225	2966.0278	40.747803	3006.7756	2925.28	2755.9636	737.792	3414.5303	1057.3967	1000.0	896.4	449999	150.6774	84.45142	229.76944	-146.04886	150.6757	84.459015	225.65636	-150.23663	-152.6425	28.452997	54936.78009772301
226	2808.914	38.087524	2847.0017	2770.8267	3095.139	237.59201	3253.4392	2408.3564	1000.0	975.8	451999	151.66118	84.296875	227.54982	-95.0777	151.6597	84.29765	230.0278	-136.87572	-153.8674	28.470821	55183.658304452896
227	2839.3604	121.781494	2961.1418	2717.5789	2925.9937	651.0465	3337.6228	989.85004	1000.0	1000.0	453999	152.01979	84.69465	231.03061	-97.41472	152.02028	84.69605	230.31833	-106.82555	-153.93504	27.455929	55436.22833132744
228	1759.1749	786.4714	2862.042	1082.9652	2581.3777	1016.6122	3246.0095	369.47473	797.0	924.1	455999	152.77682	84.78566	236.19238	-95.87383	152.77441	84.78659	230.79134	-117.95767	-154.84976	28.208544	55686.058559179306
229	1561.0355	1332.7802	2893.8157	228.25526	2382.38	1159.688	3257.251	167.09811	1000.0	762.0	457999	152.9309	85.121414	226.60994	-129.45757	152.92912	85.121735	229.82162	-130.13342	-154.73721	27.972425	55916.558532476425
230	2315.4036	786.9467	3102.3503	1528.4569	2159.483	1008.09094	3187.7258	710.7834	752.5	802.3	459999	153.46193	85.06215	232.38307	-140.20123	153.46149	85.07081	230.19301	-175.4226	-155.57047	29.709898	56152.43620252609
